timestamp;posX;posY;posZ;rotW;rotX;rotY;rotZ;controllerLeftPosX;controllerLeftPosY;controllerLeftPosZ;controllerLeftRotW;controllerLeftRotX;controllerLeftRotY;controllerLeftRotZ;controllerRightPosX;controllerRightPosY;controllerRightPosZ;controllerRightRotW;controllerRightRotX;controllerRightRotY;controllerRightRotZ;
42.776;2.721;1.600;-1.172;0.438;0.000;-0.899;0.000;2.721;1.600;-1.172;0.438;0.000;-0.899;0.000;2.721;1.600;-1.172;0.438;0.000;-0.899;0.000;
42.826;2.661;1.600;-1.216;0.485;0.000;-0.875;0.000;2.661;1.600;-1.216;0.485;0.000;-0.875;0.000;2.661;1.600;-1.216;0.485;0.000;-0.875;0.000;
42.882;2.618;1.600;-1.242;0.515;0.000;-0.857;0.000;2.618;1.600;-1.242;0.515;0.000;-0.857;0.000;2.618;1.600;-1.242;0.515;0.000;-0.857;0.000;
42.936;2.551;1.600;-1.275;0.559;0.000;-0.829;0.000;2.551;1.600;-1.275;0.559;0.000;-0.829;0.000;2.551;1.600;-1.275;0.559;0.000;-0.829;0.000;
42.990;2.480;1.600;-1.300;0.602;0.000;-0.799;0.000;2.480;1.600;-1.300;0.602;0.000;-0.799;0.000;2.480;1.600;-1.300;0.602;0.000;-0.799;0.000;
43.048;2.407;1.600;-1.318;0.643;0.000;-0.766;0.000;2.407;1.600;-1.318;0.643;0.000;-0.766;0.000;2.407;1.600;-1.318;0.643;0.000;-0.766;0.000;
43.099;2.358;1.600;-1.326;0.669;0.000;-0.743;0.000;2.358;1.600;-1.326;0.669;0.000;-0.743;0.000;2.358;1.600;-1.326;0.669;0.000;-0.743;0.000;
43.150;2.283;1.600;-1.331;0.707;0.000;-0.707;0.000;2.283;1.600;-1.331;0.707;0.000;-0.707;0.000;2.283;1.600;-1.331;0.707;0.000;-0.707;0.000;
43.202;2.233;1.600;-1.330;0.731;0.000;-0.682;0.000;2.233;1.600;-1.330;0.731;0.000;-0.682;0.000;2.233;1.600;-1.330;0.731;0.000;-0.682;0.000;
43.252;2.158;1.600;-1.325;0.731;0.000;-0.682;0.000;2.158;1.600;-1.325;0.731;0.000;-0.682;0.000;2.158;1.600;-1.325;0.731;0.000;-0.682;0.000;
43.303;2.084;1.600;-1.320;0.731;0.000;-0.682;0.000;2.084;1.600;-1.320;0.731;0.000;-0.682;0.000;2.084;1.600;-1.320;0.731;0.000;-0.682;0.000;
43.353;2.034;1.600;-1.317;0.731;0.000;-0.682;0.000;2.034;1.600;-1.317;0.731;0.000;-0.682;0.000;2.034;1.600;-1.317;0.731;0.000;-0.682;0.000;
43.405;1.959;1.600;-1.311;0.731;0.000;-0.682;0.000;1.959;1.600;-1.311;0.731;0.000;-0.682;0.000;1.959;1.600;-1.311;0.731;0.000;-0.682;0.000;
43.460;1.909;1.600;-1.308;0.731;0.000;-0.682;0.000;1.909;1.600;-1.308;0.731;0.000;-0.682;0.000;1.909;1.600;-1.308;0.731;0.000;-0.682;0.000;
43.511;1.834;1.600;-1.303;0.731;0.000;-0.682;0.000;1.834;1.600;-1.303;0.731;0.000;-0.682;0.000;1.834;1.600;-1.303;0.731;0.000;-0.682;0.000;
43.562;1.784;1.600;-1.299;0.731;0.000;-0.682;0.000;1.784;1.600;-1.299;0.731;0.000;-0.682;0.000;1.784;1.600;-1.299;0.731;0.000;-0.682;0.000;
43.614;1.709;1.600;-1.294;0.731;0.000;-0.682;0.000;1.709;1.600;-1.294;0.731;0.000;-0.682;0.000;1.709;1.600;-1.294;0.731;0.000;-0.682;0.000;
43.665;1.635;1.600;-1.289;0.731;0.000;-0.682;0.000;1.635;1.600;-1.289;0.731;0.000;-0.682;0.000;1.635;1.600;-1.289;0.731;0.000;-0.682;0.000;
43.716;1.585;1.600;-1.286;0.731;0.000;-0.682;0.000;1.585;1.600;-1.286;0.731;0.000;-0.682;0.000;1.585;1.600;-1.286;0.731;0.000;-0.682;0.000;
43.766;1.509;1.600;-1.293;0.731;0.000;-0.682;0.000;1.509;1.600;-1.293;0.731;0.000;-0.682;0.000;1.509;1.600;-1.293;0.731;0.000;-0.682;0.000;
43.818;1.458;1.600;-1.305;0.731;0.000;-0.682;0.000;1.458;1.600;-1.305;0.731;0.000;-0.682;0.000;1.458;1.600;-1.305;0.731;0.000;-0.682;0.000;
43.869;1.382;1.600;-1.318;0.731;0.000;-0.682;0.000;1.382;1.600;-1.318;0.731;0.000;-0.682;0.000;1.382;1.600;-1.318;0.731;0.000;-0.682;0.000;
43.921;1.332;1.600;-1.319;0.731;0.000;-0.682;0.000;1.332;1.600;-1.319;0.731;0.000;-0.682;0.000;1.332;1.600;-1.319;0.731;0.000;-0.682;0.000;
43.974;1.257;1.600;-1.314;0.731;0.000;-0.682;0.000;1.257;1.600;-1.314;0.731;0.000;-0.682;0.000;1.257;1.600;-1.314;0.731;0.000;-0.682;0.000;
44.026;1.182;1.600;-1.309;0.731;0.000;-0.682;0.000;1.182;1.600;-1.309;0.731;0.000;-0.682;0.000;1.182;1.600;-1.309;0.731;0.000;-0.682;0.000;
44.077;1.132;1.600;-1.305;0.731;0.000;-0.682;0.000;1.132;1.600;-1.305;0.731;0.000;-0.682;0.000;1.132;1.600;-1.305;0.731;0.000;-0.682;0.000;
44.128;1.057;1.600;-1.300;0.731;0.000;-0.682;0.000;1.057;1.600;-1.300;0.731;0.000;-0.682;0.000;1.057;1.600;-1.300;0.731;0.000;-0.682;0.000;
44.181;1.008;1.600;-1.297;0.731;0.000;-0.682;0.000;1.008;1.600;-1.297;0.731;0.000;-0.682;0.000;1.008;1.600;-1.297;0.731;0.000;-0.682;0.000;
44.234;0.933;1.600;-1.293;0.731;0.000;-0.682;0.000;0.933;1.600;-1.293;0.731;0.000;-0.682;0.000;0.933;1.600;-1.293;0.731;0.000;-0.682;0.000;
44.286;0.857;1.600;-1.302;0.731;0.000;-0.682;0.000;0.857;1.600;-1.302;0.731;0.000;-0.682;0.000;0.857;1.600;-1.302;0.731;0.000;-0.682;0.000;
44.341;0.806;1.600;-1.316;0.731;0.000;-0.682;0.000;0.806;1.600;-1.316;0.731;0.000;-0.682;0.000;0.806;1.600;-1.316;0.731;0.000;-0.682;0.000;
44.389;0.728;1.600;-1.348;0.731;0.000;-0.682;0.000;0.728;1.600;-1.348;0.731;0.000;-0.682;0.000;0.728;1.600;-1.348;0.731;0.000;-0.682;0.000;
44.440;0.676;1.600;-1.376;0.731;0.000;-0.682;0.000;0.676;1.600;-1.376;0.731;0.000;-0.682;0.000;0.676;1.600;-1.376;0.731;0.000;-0.682;0.000;
44.490;0.597;1.600;-1.429;0.731;0.000;-0.682;0.000;0.597;1.600;-1.429;0.731;0.000;-0.682;0.000;0.597;1.600;-1.429;0.731;0.000;-0.682;0.000;
44.542;0.544;1.600;-1.472;0.731;0.000;-0.682;0.000;0.544;1.600;-1.472;0.731;0.000;-0.682;0.000;0.544;1.600;-1.472;0.731;0.000;-0.682;0.000;
44.594;0.464;1.600;-1.542;0.731;0.000;-0.682;0.000;0.464;1.600;-1.542;0.731;0.000;-0.682;0.000;0.464;1.600;-1.542;0.731;0.000;-0.682;0.000;
44.648;0.384;1.600;-1.611;0.731;0.000;-0.682;0.000;0.384;1.600;-1.611;0.731;0.000;-0.682;0.000;0.384;1.600;-1.611;0.731;0.000;-0.682;0.000;
44.699;0.331;1.600;-1.657;0.731;0.000;-0.682;0.000;0.331;1.600;-1.657;0.731;0.000;-0.682;0.000;0.331;1.600;-1.657;0.731;0.000;-0.682;0.000;
